Resumo,Chave da ocorrência,ID da ocorrência,Tipo de Item,Situação,Chave do projeto,Nome do projeto,Tipo de projeto,Líder do projeto,Descrição do projeto,URL do projeto,Prioridade,Resolução,Responsável,Solicitante,Criador,Criado,Atualizado,Última visualização,Resolvido,Versões Corrigidas,Data para Ficar Pronto,Votos,Rótulos,Descrição,Ambiente,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Acompanhadores,Tempo Estimado,Tempo Restante,Tempo Gasto,Razão Trabalhada,Σ da Estimativa Original,Σ da Estimativa Restante,Σ Tempo Gasto,Nível de Segurança,Link externo de ocorrência (Blocks),Anexos,Anexos,Campo personalizado (Development),Campo personalizado (Epic Colour),Campo personalizado (Epic Link),Campo personalizado (Epic Name),Campo personalizado (Epic Status),Campo personalizado (Gerada(s) durante),Campo personalizado (Rank),Sprint,Sprint,Sprint,Sprint,points,Campo personalizado (Test sessions),Campo personalizado (Testing status),Campo personalizado ([CHART] Date of First Response),Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário,Comentário
Adicionar sidenav padrão em todas as telas,ERP-546,10751,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 10:30 AM,18/abr/18 5:06 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,18/abr/18 10:31 AM;priscila.alves;Capturar.PNG;https://bevicred.atlassian.net/secure/attachment/10013/Capturar.PNG,,{},,,,,,0|i0035n:,,,,,13.0,,,,,,,,,,,,,,,,,,,
Retirar a alteração de dados bancários do agente e permitir que o mesmo visualize todas seus dados bancários,ERP-545,10750,Funcionalidade,Testar,ERP,Bevicred ERP,software,admin,,,Medium,,walmir.carvalho,walmir.carvalho,walmir.carvalho,18/abr/18 10:28 AM,18/abr/18 5:05 PM,19/abr/18 8:24 AM,,,,0,,,,walmir.carvalho,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T17:04:54.053-0300"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i0035f:,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Aumentar padding bottom do menu lateral,ERP-544,10749,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 10:27 AM,18/abr/18 5:06 PM,19/abr/18 8:24 AM,,,,0,,Último item fica escondido pelo log do navegador.,,priscila.alves,,,,,,,,,,,,,,,,,{},,,,,,0|i00357:,,,,,1.0,,,,,,,,,,,,,,,,,,,
Alinhar ícones dos títulos das listagens com o texto,ERP-543,10748,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 10:24 AM,18/abr/18 5:06 PM,19/abr/18 8:24 AM,,,,0,,Alinhar centros e deixar com a mesma altura texto e ícone,,priscila.alves,,,,,,,,,,,,,,,,,{},,,,,,0|i0034z:,,,,,5.0,,,,,,,,,,,,,,,,,,,
Impedir o fechamento dos modais quando clicar fora,ERP-542,10747,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 10:23 AM,18/abr/18 5:06 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,,,,,0|i0034r:,,,,,5.0,,,,,,,,,,,,,,,,,,,
Exibir notificação em um badge com ícone.,ERP-541,10746,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 10:22 AM,18/abr/18 5:02 PM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,ERP-238,,,,0|i0034j:,,,,,3.0,,,,,,,,,,,,,,,,,,,
Alinhar à esquerda sub-itens do menu lateral quando ele estiver reduzido,ERP-540,10745,Melhoria,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 9:39 AM,18/abr/18 5:00 PM,19/abr/18 8:24 AM,,,,0,,"Quando o menu for reduzido, esconder o texto e alinhar o ícone a esquerda. Da mesma forma, quando ele for expandido deve exibir o texto e adicionar o recuo inicial. Fazer isso com animações.",,priscila.alves,,,,,,,,,,,,,,,18/abr/18 10:21 AM;priscila.alves;Capturar.PNG;https://bevicred.atlassian.net/secure/attachment/10012/Capturar.PNG,,{},,,,,,0|i0034b:,,,,,13.0,,,,,,,,,,,,,,,,,,,
Alterar todos os autocompletes para a nova estrutura,ERP-539,10744,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 9:32 AM,18/abr/18 9:32 AM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,,,,,0|i00343:,,,,,13.0,,,,,,,,,,,,,,,,,,,
Implementar verificação do mobileToken no onFocus do componente,ERP-538,10743,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 9:30 AM,18/abr/18 9:30 AM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,,,,,0|i0033v:,,,,,3.0,,,,,,,,,,,,,,,,,,,
Implementar método para verificação do mobileToken na API,ERP-537,10742,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,priscila.alves,priscila.alves,18/abr/18 9:27 AM,18/abr/18 9:27 AM,19/abr/18 8:24 AM,,,,0,,,,priscila.alves,,,,,,,,,,,,,,,,,{},,,,,,0|i0033n:,,,,,5.0,,,,,,,,,,,,,,,,,,,
Implementar no dialog de update de StatusSubestabelecimento a Listagem / inserção / remoção de vários bancos parceiros.,ERP-521,10724,Funcionalidade,Testar,ERP,Bevicred ERP,software,admin,,,Medium,,rafael.franco,rafael.franco,rafael.franco,17/abr/18 8:49 AM,18/abr/18 2:19 PM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,rafael.franco,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T15:59:10.944-0300"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i0031n:,Sprint 9,,,,3.0,,,,18/abr/18 2:19 PM;rafael.franco;Utilizar a API ERP‌-566 para testar.,,,,,,,,,,,,,,,
Implementar no dialog de cadastros de StatusSubestabelecimento a inserção de vários bancos parceiros.,ERP-520,10723,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,rafael.franco,rafael.franco,17/abr/18 8:48 AM,18/abr/18 8:49 AM,19/abr/18 8:24 AM,18/abr/18 8:49 AM,v1.2.0,,0,,,,admin,rafael.franco,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T08:49:18.148-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i00313:,Sprint 9,,,,3.0,,,2018-04-18 10:51:48.584,"18/abr/18 7:51 AM;admin;*Reprovado*

# Documentação de {{@ViewChildren('input') myInput;}} fora do padrão.
# Identação do arquivo autocomplete-funcionario-filtro-estado-cargo.component.ts com problemas,
# Documentação com aparente problema de codificação 

{code}/**
+     * @constructor
+     * @param httpClient Cliente das requisi��es http
+     */
+    constructor(httpClient: HttpClient){code}
# Documentação em {{public getQuery(text: string)}} fora do padrão.
","18/abr/18 8:29 AM;rafael.franco;Corrigido, essas alterações são da tela de Subestabelecimento. Ainda vou trabalhar nela.",18/abr/18 8:48 AM;admin;OK,,,,,,,,,,,,,
Implementar API de StatusSubestabelecimentoBancoParceiro,ERP-519,10722,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,rafael.franco,rafael.franco,17/abr/18 8:28 AM,18/abr/18 8:50 AM,19/abr/18 8:24 AM,18/abr/18 8:50 AM,v1.2.0,,0,,"idstatussubestabelecimentobancoparceiro int not null auto_increment primary key,
identidade int not nul
idbancoparceiro int not null,
idstatussubestabelecimento int not null
FOREIGN KEY (identidade ) REFERENCES Identidade (identidade)
FOREIGN KEY (idbancoparceiro) REFERENCES BancoParceiro (idbancoparceiro)
FOREIGN KEY (idstatusubestabelecimento) REFERENTES StatusSubestabelecimento (idsubestabelecimento) ",,admin,Adriane.chagas,rafael.franco,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T08:50:02.938-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i00317:,Sprint 9,,,,1.0,,,2018-04-17 16:57:37.28,"17/abr/18 1:57 PM;Adriane.chagas;*{color:#ff5630}Verificar se os testes unitários do scrutinizer estão passando{color}*

* não esta passando
",17/abr/18 5:17 PM;rafael.franco;Corrigido\!,"18/abr/18 7:45 AM;admin;*Reprovado*

# Faltou documentar {{public function decorate(Select &$select)}}
# Qual o motivo da desativação da InsertMudancaStatusStrategy em Subestabelecimento/Strategy/BeforeUpdate/DefaultBeforeUpdateStrategy.php ?
","18/abr/18 8:13 AM;rafael.franco;Porque o InsertMudancaStatusStrategy faz a inserção no histórico de MudancaStatus, mas como por enquanto estou trabalhando no Status e mudou o esquema do banco, eu deixei comentado. Na hora que eu voltar para Subestabelecimento eu vou trabalhar no BeforeUpdade e no BeforeInsert.",18/abr/18 8:35 AM;admin;Got it. Foi corrigido o item 1?,18/abr/18 8:35 AM;rafael.franco;Sim.,,,,,,,,,,
Colocar a coluna idbanco novamente na tabela de Agente,ERP-518,10718,Resolução de Defeito,Cancelado,ERP,Bevicred ERP,software,admin,,,Medium,,adriel.oliveira,adriel.oliveira,adriel.oliveira,16/abr/18 4:24 PM,16/abr/18 4:29 PM,19/abr/18 8:24 AM,,,,0,,,,adriel.oliveira,,,,,,,,,,,,,,,,,{},,,,,,0|i0030z:,Sprint 9,,,,,,,,,,,,,,,,,,,,,,,
Gerar API de País,ERP-517,10716,Melhoria,Pull Request Aprovada,ERP,Bevicred ERP,software,admin,,,Medium,,alessandro.navarro,alessandro.navarro,alessandro.navarro,16/abr/18 12:44 PM,18/abr/18 5:32 PM,19/abr/18 8:24 AM,,,,0,,"API que existia não está no padrão do projeto e os métodos não estavam funcionando, refazer.",,admin,alessandro.navarro,,,,,,,,,,,,,,18/abr/18 11:57 AM;alessandro.navarro;pais-controller.PNG;https://bevicred.atlassian.net/secure/attachment/10014/pais-controller.PNG,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-18T17:48:15.522-0300"",""stateCount"":2,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,ERP-489,,,,0|i0031v:,Sprint 9,,,,1.0,,,2018-04-18 10:46:39.793,"18/abr/18 7:46 AM;admin;*Reprovado*

# Testes unitários não estão nem passando 

{code}1) CRMTest\Controller\Api\v1\MetaControllerTest::testApurarMetaAcumuladaBurndown
Error: Class 'Generic\Factory\Model\Endereco\PaisFactory' not found{code}","18/abr/18 11:57 AM;alessandro.navarro;Cria o banco de novo quando estiver na branch, aqui passou todos os testes.

!pais-controller.PNG|thumbnail!",,,,,,,,,,,,,,
Incrementar automaticamente ordem de exibição na alteração dos tipos de agente - API,ERP-506,10697,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,rafael.franco,rafael.franco,13/abr/18 11:58 AM,13/abr/18 2:48 PM,19/abr/18 8:24 AM,13/abr/18 2:48 PM,v1.2.0,,0,,Usar como referencia o BeforeInsert,,rafael.franco,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-13T14:57:32.404-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002yj:,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
"Ajustar os autocompletes de instituição, filial e tipo de agente para quando for usados em telas de edição o campo vir preenchido",ERP-505,10696,Funcionalidade,Testar,ERP,Bevicred ERP,software,admin,,,Medium,,walmir.carvalho,walmir.carvalho,walmir.carvalho,13/abr/18 11:45 AM,18/abr/18 5:14 PM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,alessandro.navarro,rafael.franco,walmir.carvalho,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=5}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":5,""lastUpdated"":""2018-04-19T08:14:35.598-0300"",""stateCount"":5,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":5,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,,,,,0|hzzzwr:,Sprint 9,,,,2.0,,,2018-04-13 20:23:01.292,"13/abr/18 5:23 PM;rafael.franco;INSERÇÃO

* Instituição \- Não está selecionando com o enter, somente com o click. 
* Tipo de Agente \- Quando seleciona com o enter aparece \[Object Object\], ao sair do campo desaparece.
* Filial \- OK

UPDATE

\* Nao consegui testar, liberar telas.","16/abr/18 10:38 AM;walmir.carvalho;* Corrigido, fazer os testes do autocompletes na ERP‌-223 (Tela de edição e agente)
","18/abr/18 3:18 PM;alessandro.navarro;1-Verificar ortografia dos textos do componente criado;

OK

2-Verificar se a linguagem visual está satisfatória;

OK

3-Verificar se a linguagem visual corresponde com o que está tentando se representar;

OK

4-Verificar se o visual aplicado atende aos critérios do material design;

OK

19-Verificar espaçamento entre os elementos;

OK

20-Verificar se os elementos estão agrupados corretamente;

OK

21-Verificar se a distância entre os elementos é satisfatória.

OK","18/abr/18 4:54 PM;admin;*Reprovado*

# Documentação em {{public displayAddButton = false;}} fora do padrão;
# {{constructor}} declarado fora do padrão;
",,,,,,,,,,,,
Implementar Dialog Alterar Status Subestabelecimento ,ERP-504,10695,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,rafael.franco,rafael.franco,rafael.franco,13/abr/18 11:26 AM,16/abr/18 6:12 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,Exibir todos os dados e histórico da mudança de status e alterar o status.,,rafael.franco,,,,,,,,,,,,,,,,,{},,,,,,0|hzzzwj:,Sprint 9,,,,3.0,,,,,,,,,,,,,,,,,,,
"Implementar no Cadastro / Edição de Subestabeleciemtno autocomplete estado, autocomplete funcionário cargo gerente comercial com base no estado selecionado, campo codigo parceiro autocomplete cidade, campo e-mail",ERP-503,10694,Funcionalidade,Em Andamento,ERP,Bevicred ERP,software,admin,,,Medium,,rafael.franco,rafael.franco,rafael.franco,13/abr/18 11:25 AM,19/abr/18 8:16 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,rafael.franco,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-18T08:50:02.938-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":false}}",,,,,,0|hzzzx6:r,Sprint 9,,,,6.0,,,,"16/abr/18 9:26 AM;rafael.franco;* autocomplete estado
* autocomplete funcionário cargo gerente comercial com base no estado selecionado
* autocomplete cidade
* campo e-mail
* campo codigo parceiro
","17/abr/18 8:13 AM;rafael.franco;Mudança no StatusDeSubestabelecimento, após a finalização voltarei a trabalhar nessa tela.",,,,,,,,,,,,,,
Implementar campo enviaemail no cadastro e edição de StatusSubestabelecimento,ERP-502,10693,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,priscila.alves,rafael.franco,rafael.franco,13/abr/18 11:21 AM,16/abr/18 4:37 PM,19/abr/18 8:24 AM,16/abr/18 4:37 PM,v1.2.0,,0,,,,rafael.franco,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-16T16:37:52.709-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|hzzzx6:i,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
"Implementar  funcionário. campo código parceiro, cidade, email, statussubestabelecimento e estado em API Subestabelecimento e gravar histórico de alteração de status",ERP-501,10692,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,rafael.franco,rafael.franco,13/abr/18 11:15 AM,13/abr/18 4:19 PM,19/abr/18 8:24 AM,13/abr/18 4:19 PM,,,0,,"Adicionar os Relacionamentos com:
Funcionário
Subestabelcido.MudancaStatus
Cidade
Estado

Quando alterar o Status do Subestabelecimento gravar em MudancaStatus",,rafael.franco,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-18T08:50:02.938-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002xf:,Sprint 8,,,,3.0,,,,,,,,,,,,,,,,,,,
"Implementar campo enviaemail API StatusSubestabelecimento, ",ERP-500,10691,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,rafael.franco,rafael.franco,rafael.franco,13/abr/18 10:54 AM,13/abr/18 2:57 PM,19/abr/18 8:24 AM,13/abr/18 2:57 PM,v1.2.0,,0,,enviaemail TINYINT(1) - Default (0),,rafael.franco,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-13T16:19:04.449-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,0|i002x7:,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
Implementar API de StatusSubestabelimentoHistorico,ERP-499,10690,Funcionalidade,Cancelado,ERP,Bevicred ERP,software,admin,,,Medium,,rafael.franco,rafael.franco,rafael.franco,13/abr/18 10:50 AM,13/abr/18 11:15 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,"*StatusSubestabelecimentoHistorico*
* idstatussubestabelecimentohistorico PK
* idsubestabelecimento FK (Subestabelecido.Subestabelecimento)
* idstatussubestabelecimento FK (Subestabelecido.StatusSubestabelecimento)
* idcredential KF (Auth.Credential)
* dataalteracao DATETIME
* mensagem VARCHAR (255) ",,rafael.franco,,,,,,,,,,,,,,,,,{},,,,,,0|i002wz:,Sprint 8,,,,1.0,,,,,,,,,,,,,,,,,,,
Obter data da validação dos dados bancários de forma automática na API,ERP-480,10671,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,priscila.alves,admin,admin,13/abr/18 8:28 AM,17/abr/18 9:06 AM,19/abr/18 8:24 AM,17/abr/18 9:06 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-234,,,,0|i002uv:,Sprint 9,,,,1.0,,,,,,,,,,,,,,,,,,,
Criar API de dashboard com numero de agentes,ERP-477,10668,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,13/abr/18 8:24 AM,16/abr/18 11:26 AM,19/abr/18 8:24 AM,16/abr/18 11:26 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-16T11:26:23.448-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-476,,,,0|i002tq:r,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Implementação da compilação de informações,ERP-476,10667,Épico,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 8:19 AM,13/abr/18 8:38 AM,19/abr/18 8:24 AM,,,,0,,,,admin,,,,,,,,,,,,,,,,,{},ghx-label-14,,Dashboard,To Do,,0|i000yq:,,,,,,,,,,,,,,,,,,,,,,,,
Criar tela de dashboard para financeira e definir com homepage,ERP-475,10666,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 8:04 AM,13/abr/18 9:35 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-476,,,,0|i002tq:i,Sprint 9,,,,1.0,,,,,,,,,,,,,,,,,,,
Implementar funcionalidade na API para gerar código do sistema automaticamente,ERP-474,10665,Funcionalidade,Em Andamento,ERP,Bevicred ERP,software,admin,,,Medium,,admin,admin,admin,13/abr/18 8:03 AM,17/abr/18 7:42 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-234,,,,0|i002ur:,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Implementar solicitação de token para remoção de dados bancários front-end,ERP-473,10664,Funcionalidade,Para Fazer,ERP,Bevicred ERP,software,admin,,,Medium,,,admin,admin,13/abr/18 8:01 AM,13/abr/18 8:10 AM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,{},,ERP-234,,,,0|i002uj:,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Implementar solicitação de token para cadastro de agente,ERP-472,10663,Funcionalidade,Teste Reprovado,ERP,Bevicred ERP,software,admin,,,Medium,,priscila.alves,admin,admin,13/abr/18 8:01 AM,18/abr/18 4:33 PM,19/abr/18 8:24 AM,,v1.2.0,,0,,,,admin,alessandro.navarro,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-18T09:24:48.030-0300"",""stateCount"":2,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-234,,,,0|i002ub:,Sprint 9,,,,2.0,,,2018-04-18 19:32:49.008,"18/abr/18 4:32 PM;alessandro.navarro;\[front-end\]

# Verificar ortografia dos textos do componente criado;OK
# Verificar se a linguagem visual está satisfatória;Centralizar ícones ""disponível na app store e play store"". Centralizar ícone de celular e seu conteúdo que está a direita.
# Verificar se a linguagem visual corresponde com o que está tentando se representar;OK
# Verificar se o visual aplicado atende aos critérios do material design;OK
# Verificar se a linguagem visual e textual corresponde a realidade do usuário;OK
# Verificar se o endereço de URL está correto;OK
# Verificar todas as classes e métodos estão documentadoDocumentar component de teste do token e incluir autoria.
# Verificar se está sendo feito uso do list quando poderia ser feito o uso do select;
# Verificar se o ícone no menu lateral está correto;
# Verificar se o ícone do título da página está correto;
# Verificar se o nome da página é o mesmo nome do menu;
# Verificar se o nome da página e do menu estão no plural quando listagem de dados;
# Verificar se o nome do menu está no singular quando for agrupamento;
# Verificar se os botões de próximo e anterior estão corretos conforme o padrão;
# Verificar se os atalhos estão funcionando conforme o esperado;
# Verificar se a velocidade de execução está satisfatória;
# Se houverem autocompletes, verificar o funcionamento;
# Verificar se as cores utilizadas correspondem com o restante do sistema;OK
# Verificar espaçamento entre os elementos;OK
# Verificar se os elementos estão agrupados corretamente;OK
# Verificar se a distância entre os elementos é satisfatória.OK

\[back-end\]



1\- Teste unitário não passou.

2\- OK

3\- OK

4\- OK

5\- [DashboardController::commonAction()|https://scrutinizer-ci.com/b/devbevicred/bevicred-api/inspections/214f78dd-d7f0-42b4-9a46-fd2a3f9dc128/code-structure/operation/Financeira%5CController%5CApi%5Cv1%5CDashboardController%3A%3AcommonAction] added  nota B

6\- OK

7\- OK

8\- OK",,,,,,,,,,,,,,,
Exigir MobileToken para desativação de dados bancários na API,ERP-471,10662,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,13/abr/18 7:51 AM,18/abr/18 7:26 AM,19/abr/18 8:24 AM,18/abr/18 7:26 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2018-04-18T07:26:13.682-0300"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-234,,,,0|i002u3:,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
Exigir MobileToken para adicionar novos dados bancários na API,ERP-470,10661,Funcionalidade,Concluída,ERP,Bevicred ERP,software,admin,,,Medium,Concluída,admin,admin,admin,13/abr/18 7:50 AM,18/abr/18 7:26 AM,19/abr/18 8:24 AM,18/abr/18 7:26 AM,v1.2.0,,0,,,,admin,,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2018-04-18T07:26:14.326-0300"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,ERP-234,,,,0|i002v6:9,Sprint 9,,,,2.0,,,,,,,,,,,,,,,,,,,
